isin,listing,trade_currency,ticker,reuters_ric,bloomberg,market_maker
LU1135865084,Borsa Italiana,EUR,SP5C,- -,- -,-
LU1135865084,gettex,EUR,LYP7,- -,- -,-
LU1135865084,Bolsa Mexicana de Valores,MXN,-,SP5CN.MX,SP5CUN MM,Societe Generale Corporate and Investment Banking
LU1135865084,Borsa Italiana,EUR,-,SP5C.MI LYP7INAV=SOLA,SP5C IM LYP7IV,Societe Generale Corporate and Investment Banking
LU1135865084,Euronext Paris,EUR,SP5C,LYP7.PA LYP7INAV=SOLA,SP5C FP LYP7IV,Societe Generale Corporate and Investment Banking
LU1135865084,London Stock Exchange,USD,SP5C,LYXSP5C.L SP5CINAV=SOLA,SP5C LN SP5CIV,Societe Generale Corporate and Investment Banking
LU1135865084,London Stock Exchange,GBP,SP5L,SP5L.L SP5LINAV=SOLA,SP5L LN SP5LIV,Societe Generale Corporate and Investment Banking
LU1135865084,SIX Swiss Exchange,USD,SP5C,SP5C.S SP5CINAV=SOLA,SP5C SW SP5CIV,Societe Generale Corporate and Investment Banking
LU1135865084,Stuttgart Stock Exchange,EUR,LYP7,LYP7.SG LYP7INAV=SOLA,LYP7 GS LYP7IV,Societe Generale Corporate and Investment Banking
IE00B4X9L533,London Stock Exchange,GBX,HMWO,- -,- -,-
IE00B4X9L533,gettex,EUR,H4ZJ,- -,- -,-
IE00B4X9L533,Stuttgart Stock Exchange,EUR,H4Z3,- -,- -,-
IE00B4X9L533,Borsa Italiana,EUR,HMWD,HMWD.MI HMWOINAVEUR=HSBL,HMWD IM HMWOEURI,Goldenberg Hehmeyer Societe Generale
IE00B4X9L533,Euronext Paris,EUR,WRD,WRD.PA HMWOINAVEUR=HSBL,WRD FP HMWOEURI,Goldenberg Hehmeyer Societe Generale
IE00B4X9L533,London Stock Exchange,USD,HMWD,HMWD.L HMWOINAVUSD=HSBL,HMWD LN HMWOUSDI,Goldenberg Hehmeyer Societe Generale
IE00B4X9L533,London Stock Exchange,GBP,-,HMWO.L HMWOINAVGBP=HSBL,HMWO LN HMWOGBPI,Goldenberg Hehmeyer Societe Generale
IE00B4X9L533,SIX Swiss Exchange,USD,HMWO,HMWO.S HMWOINAVUSD=HSBL,HMWO SW HMWOUSDI,Goldenberg Hehmeyer Societe Generale
IE00B4X9L533,XETRA,EUR,H4ZJ,H4ZJ.DE HMWOINAVEUR=HSBL,H4ZJ GY HMWOEURI,Goldenberg Hehmeyer Societe Generale
IE000BI8OT95,Borsa Italiana,EUR,MWRD,- -,- -,-
IE000BI8OT95,gettex,EUR,MWRE,- -,- -,-
IE000BI8OT95,Bolsa Mexicana de Valores,MXN,-,,WRDUN MM,BNP Paribas Arbitrage
IE000BI8OT95,Borsa Italiana,EUR,-,MWRD.MI MWRDEURINAV=SOLA,MWRD IM MWRDEUIV,BNP Paribas Arbitrage
IE000BI8OT95,Euronext Amsterdam,USD,WRDU,MWRD.AS MWRDUSDINAV=SOLA,WRDU NA MWRDUSIV,BNP Paribas Arbitrage
IE000BI8OT95,Euronext Paris,EUR,MWRD,MWRD.PA MWRDEURINAV=SOLA,MWRD FP MWRDEUIV,BNP Paribas Arbitrage
IE000BI8OT95,London Stock Exchange,USD,MWRU,MWRU.L MWRDUSDINAV=SOLA,MWRU LN MWRDUSIV,BNP Paribas Arbitrage
IE000BI8OT95,London Stock Exchange,GBP,MWRL,MWRL.L IMWRDINAV=SOLA,MWRL LN IMWRDGIV,BNP Paribas Arbitrage
IE000BI8OT95,SIX Swiss Exchange,USD,MWRD,MWRD.S MWRDUSDINAV=SOLA,MWRD SW MWRDUSIV,BNP Paribas Arbitrage
IE000BI8OT95,XETRA,GBP,MWRD,MWREGBP.DE IMWRDINAV=SOLA,MWRD GY IMWRDGIV,BNP Paribas Arbitrage
IE000BI8OT95,XETRA,EUR,MWRE,MWRE.DE MWRDEURINAV=SOLA,MWRE GY MWRDEUIV,BNP Paribas Arbitrage
IE000XZSV718,gettex,EUR,SPYL,- -,- -,-
IE000XZSV718,Bolsa Mexicana de Valores,MXN,-,SPYLN.MX,SPYLN MM INSPYL,
IE000XZSV718,Bolsa Mexicana de Valores,USD,-,,INSPYL,
IE000XZSV718,Borsa Italiana,EUR,SP5A,SP5A.MI INSPYLEiv.P,SP5A IM INSPYLE,BNP Flow Traders Jane Street Optiver Virtu
IE000XZSV718,Euronext Amsterdam,EUR,SPYL,SPYL.AS INSPYLEiv.P,SPYL NA INSPYLE,BAADER BANK BNP Flow Traders Optiver Virtu
IE000XZSV718,London Stock Exchange,USD,SPYL,SPYL.L INSPYLiv.P,SPYL LN INSPYL,BNP Flow Traders Optiver Virtu
IE000XZSV718,London Stock Exchange,GBP,SPXL,SPXL.L INSPYLPiv.P,SPXL LN INSPYLP,BNP Flow Traders Optiver Virtu
IE000XZSV718,SIX Swiss Exchange,USD,SPYL,SPYL.S INSPYLiv.P,SPYL SE INSPYL,BNP Finovesta Flow Traders Jane Street Optiver Virtu
IE000XZSV718,XETRA,EUR,SPYL,SPYL.DE INSPYLEiv.P,SPYL GY INSPYLE,BNP Flow Traders
IE00B3F81R35,gettex,EUR,EUN5,- -,- -,-
IE00B3F81R35,Stuttgart Stock Exchange,EUR,EUN5,- -,- -,-
IE00B3F81R35,Borsa Italiana,EUR,IEAC,IEAC.MI ECBEUR.DE,IEAC IM INAVECBE,
IE00B3F81R35,Euronext Amsterdam,EUR,IEAC,IEAC.AS ECBEUR.DE,IEAC NA INAVECBE,
IE00B3F81R35,London Stock Exchange,GBP,IEBC,IEBC.L ECBGBP.DE,IEBC LN INAVECBG,
IE00B3F81R35,London Stock Exchange,EUR,IEAC,IEAC.L ECBEUR.DE,IEAC LN INAVECBE,
IE00B3F81R35,SIX Swiss Exchange,CHF,IEAC,IEAC.S ECBCHF.DE,IEAC SE INAVECBC,
IE00B3F81R35,XETRA,EUR,EUN5,EUN5.DE ECBEUR.DE,EUN5 GY INAVECBE,
IE00B1YZSC51,London Stock Exchange,GBX,IMEU,- -,- -,-
IE00B1YZSC51,gettex,EUR,IQQY,- -,- -,-
IE00B1YZSC51,Stuttgart Stock Exchange,EUR,IQQY,- -,- -,-
IE00B1YZSC51,Bolsa Mexicana de Valores,MXN,-,IMEUN.MX,IMEUN MM,
IE00B1YZSC51,Borsa Italiana,EUR,IMEU,IMEU.MI IMEUINAV.DE,IMEU IM INAVMSEE,
IE00B1YZSC51,Euronext Amsterdam,EUR,IMEU,IMEU.AS IMEUINAV.DE,IMEU NA INAVMSEE,
IE00B1YZSC51,London Stock Exchange,USD,ISEU,ISEU.L IMEUUSDINAV.DE,ISEU LN INAVMSEU,
IE00B1YZSC51,London Stock Exchange,GBP,-,IMEU.L IMEUGBPINAV.DE,IMEU LN INAVMSEG,
IE00B1YZSC51,SIX Swiss Exchange,CHF,IMEU,IMEU.S IMEUCHFINAV.DE,IMEU SE INAVMSEC,
IE00B1YZSC51,XETRA,EUR,IQQY,IQQY.DE IMEUINAV.DE,IQQY GY INAVMSEE,
IE00BMTX1Y45,Borsa Italiana,EUR,I500,- -,- -,-
IE00BMTX1Y45,gettex,EUR,I500,- -,- -,-
IE00BMTX1Y45,Euronext Amsterdam,USD,I500,I500.AS 4JDBINAV.DE,I500 NA INAVI505,
IE00BMTX1Y45,London Stock Exchange,GBP,I500,I500.L 4JC9INAV.DE,I500 LN INAVI503,
IE00BMTX1Y45,SIX Swiss Exchange,USD,I500,I500.S 4JDBINAV.DE,I500 SE INAVI505,
IE00BMTX1Y45,XETRA,EUR,I500,I500.DE 4JC7INAV.DE,I500G GY INAVI501,
FR0013416716,Euronext Amsterdam,USD,GOLD,- -,- -,-
FR0013416716,Borsa Italiana,EUR,GOLD,- -,- -,-
FR0013416716,London Stock Exchange,GBX,GLDA,- -,- -,-
FR0013416716,London Stock Exchange,USD,GLDD,- -,- -,-
FR0013416716,Euronext Paris,EUR,GOLD,- -,- -,-
FR0013416716,XETRA,EUR,GLDA,- -,- -,-
FR0013416716,gettex,EUR,GLDA,- -,- -,-
IE0032077012,gettex,EUR,EQQQ,- -,- -,-
IE0032077012,Stuttgart Stock Exchange,EUR,EQQQ,- -,- -,-
IE0032077012,Borsa Italiana,EUR,EQQQ,EQQQ.MI EQQQNAV.DE,EQQQ IM EQQQ,Banca IMI S.p.A. Imc Trading B.V. Société Générale Susquehanna Timber Hill (Europe) UniCredit
IE0032077012,Euronext Paris,EUR,EQQQ,PSQQQ.PA EQQQNAV.DE,EQQQ FP EQQQ,Banca IMI S.p.A. Imc Trading B.V. Société Générale Susquehanna Timber Hill (Europe) UniCredit
IE0032077012,London Stock Exchange,GBX,EQQQ,EQQQ.L EQQQNAV.DE,EQQQ LN EQQQ,Timber Hill (Europe) Banca IMI S.p.A. Imc Trading B.V. Susquehanna Société Générale UniCredit
IE0032077012,London Stock Exchange,USD,EQQU,EQQU.L EQQQNAV.DE,EQQU LN EQQQ,Jane Street
IE0032077012,London Stock Exchange,GBP,-,EQQQ.L EQQQNAV.DE,EQQQ LN EQQQ,Banca IMI S.p.A. Imc Trading B.V. Société Générale Susquehanna Timber Hill (Europe) UniCredit
IE0032077012,SIX Swiss Exchange,USD,EQQQ,EQQQ.S EQQQNAV.DE,EQQQ SW EQQQ,Banca IMI S.p.A. Imc Trading B.V. Société Générale Susquehanna Timber Hill (Europe) UniCredit
IE0032077012,XETRA,EUR,EQQQ,EQQQ.DE EQQQNAV.DE,EQQQ GR EQQQ,Banca IMI S.p.A. Imc Trading B.V. Société Générale Susquehanna Timber Hill (Europe) UniCredit
IE00BJ0KDR00,gettex,EUR,XD9U,- -,- -,-
IE00BJ0KDR00,Stuttgart Stock Exchange,EUR,XD9U,- -,- -,-
IE00BJ0KDR00,Borsa Italiana,EUR,XD9U,XD9U.MI 0J00INAV.DE,XD9U IM XD9UINVC,
IE00BJ0KDR00,London Stock Exchange,GBX,XDUS,XDUS.L X2HHINAV.DE,XDUS LN XD9UINVU,
IE00BJ0KDR00,London Stock Exchange,USD,XD9U,XD9U.L X2HGINAV.DE,XD9U LN XD9UINVE,
IE00BJ0KDR00,SIX Swiss Exchange,USD,XD9U,,,
IE00BJ0KDR00,SIX Swiss Exchange,CHF,XD9U,XD9U.S,XD9U SW,
IE00BJ0KDR00,XETRA,EUR,XD9U,XD9U.DE,XD9U GY,
IE00BF4G7076,gettex,EUR,JREU,- -,- -,-
IE00BF4G7076,Stuttgart Stock Exchange,EUR,JREU,- -,- -,-
IE00BF4G7076,Borsa Italiana,EUR,JREU,JREU.MI JREUEUiv.P,JREU IM JREUEUIV,
IE00BF4G7076,Frankfurt Stock Exchange,EUR,-,JREUEUiv.P,JREUEUIV,
IE00BF4G7076,London Stock Exchange,GBX,JURE,JURE.L JREUGBiv.P,JURE LN JREUGBIV,
IE00BF4G7076,London Stock Exchange,USD,JREU,JREU.L JREUUSiv.P,JREU LN JREUUSIV,
IE00BF4G7076,London Stock Exchange,GBP,-,JREUGBiv.P,JREUGBIV,
IE00BF4G7076,SIX Swiss Exchange,USD,JREU,JREU.S JREUUSiv.P,JREU SW JREUUSIV,
IE00BF4G7076,SIX Swiss Exchange,CHF,JREU,JREUCHF.S JREUCHiv.P,JREUCHF SW JREUCHIV,
IE00BF4G7076,XETRA,EUR,JREU,JREU.DE JREUEUiv.P,JREU GY JREUEUIV,
DE0002635307,gettex,EUR,EXSA,- -,- -,-
DE0002635307,Stuttgart Stock Exchange,EUR,EXSA,- -,- -,-
DE0002635307,Bolsa Mexicana de Valores,MXN,-,EXSAN.MX,EXSAN MM,
DE0002635307,Borsa Italiana,EUR,EXSA,STOXXIEX.MI STOXXIINAV.DE,SXXPIEX IM SXXPINAV,
DE0002635307,SIX Swiss Exchange,EUR,SXPIEX,STOXXIEX.S STOXXIINAV.DE,SXXPIEX SE SXXPINAV,
DE0002635307,XETRA,EUR,EXSA,STOXXIEX.DE STOXXIINAV.DE,SXXPIEX GY SXXPINAV,
DE0005933931,gettex,EUR,EXS1,- -,- -,-
DE0005933931,Stuttgart Stock Exchange,EUR,EXS1,- -,- -,-
DE0005933931,BATS Chi-X Europe,USD,-,BNQSD65,DAXEXx IX,
DE0005933931,Bolsa Mexicana de Valores,MXN,-,EXS1N.MX,EXS1N MM,
DE0005933931,Borsa Italiana,EUR,EXS1,GDAXIEX.MI GDAXINAV.DE,DAXEX IM DAXNAV,
DE0005933931,Euronext Amsterdam,EUR,EXS1,,EXS1 NA,
DE0005933931,SIX Swiss Exchange,CHF,DAXEX,GDAXIEX.S GDAXINAV.DE,DAXEX SE DAXNAV,
DE0005933931,XETRA,EUR,EXS1,GDAXIEX.DE GDAXINAV.DE,DAXEX GY DAXNAV,
DE0005933956,gettex,EUR,EXW1,- -,- -,-
DE0005933956,Stuttgart Stock Exchange,EUR,EXW1,- -,- -,-
DE0005933956,BATS Chi-X Europe,EUR,-,STOXX50EEXde.CHI,STTX IX,
DE0005933956,SIX Swiss Exchange,EUR,DJSXE,STOXX50EEX.S STOXX50ENAV.DE,SX5EEX SE SX5ENAV,
DE0005933956,XETRA,EUR,EXW1,STX50EEX.DE STOXX50ENAV.DE,SX5EEX GY SX5ENAV,
IE00BFMNPS42,gettex,EUR,XZMU,- -,- -,-
IE00BFMNPS42,Stuttgart Stock Exchange,EUR,XZMU,- -,- -,-
IE00BFMNPS42,Borsa Italiana,EUR,XZMU,XZMU.MI XZMUEURINAV=SOLA,XZMU IM XZMUEUIV,
IE00BFMNPS42,London Stock Exchange,USD,XZMU,XZMU.L XZMUUSDINAV=SOLA,XZMU LN XZMUUSIV,
IE00BFMNPS42,London Stock Exchange,GBP,XESU,XESU.L XZMUEURINAV=SOLA,XESU LN XZMUEUIV,
IE00BFMNPS42,SIX Swiss Exchange,USD,XZMU,,,
IE00BFMNPS42,SIX Swiss Exchange,CHF,XZMU,XZMU.S,XZMU SW,
IE00BFMNPS42,XETRA,EUR,XZMU,XZMU.DE,XZMU GY,
IE00BTJRMP35,gettex,EUR,XMME,- -,- -,-
IE00BTJRMP35,Stuttgart Stock Exchange,EUR,XMME,- -,- -,-
IE00BTJRMP35,Borsa Italiana,EUR,XMME,XMME.MI XXMSGBINAV=SOLA,XMME IM XXMSGBIV,
IE00BTJRMP35,London Stock Exchange,GBX,XMMS,XMMS.L XMMEEURINAV=SOLA,XMMS LN XMMEEUIV,
IE00BTJRMP35,London Stock Exchange,USD,XMME,XMME.L XMMEUSDINAV=SOLA,XMME LN XMMEUSIV,
IE00BTJRMP35,SIX Swiss Exchange,CHF,XMME,XMME.S,XMME SW,
IE00BTJRMP35,Stockholm Stock Exchange,SEK,-,XMME.ST,XMME SS,
IE00BTJRMP35,XETRA,EUR,XMME,XMME.DE,XMME GY,
IE00B3ZW0K18,gettex,EUR,IBCF,- -,- -,-
IE00B3ZW0K18,Stuttgart Stock Exchange,EUR,IBCF,- -,- -,-
IE00B3ZW0K18,Borsa Italiana,EUR,IUSE,IUSE.MI IUSEEINAV.DE,IUSE IM INAVUSEE,
IE00B3ZW0K18,Euronext Amsterdam,EUR,IUES,IUES.AS IUSEEINAV.DE,IUES NA INAVUSEE,
IE00B3ZW0K18,London Stock Exchange,EUR,IUSE,IUSE.L IUSEEINAV.DE,IUSE LN INAVUSEE,
IE00B3ZW0K18,SIX Swiss Exchange,EUR,IUSE,ISEIUSE.S IUSEEINAV.DE,IUSE SE INAVUSEE,
IE00B3ZW0K18,XETRA,EUR,IBCF,IBCF.DE IUSEEINAV.DE,IBCF GY INAVUSEE,
FR0010315770,gettex,EUR,LYYA,- -,- -,-
FR0010315770,Stuttgart Stock Exchange,EUR,LYYA,- -,- -,-
FR0010315770,London Stock Exchange,EUR,OLY3,- -,- -,-
FR0010315770,Borsa Italiana,EUR,WLD,,,Société Générale
FR0010315770,Borsa Italiana,EUR,-,WLD.MI LYXWLDINAV=SOLA,WLD IM LYXWLDIV,Societe Generale Corporate and Investment Banking
FR0010315770,Euronext Paris,EUR,WLD,WLD.PA LYXWLDINAV=SOLA,WLD FP LYXWLDIV,Societe Generale Corporate and Investment Banking
FR0010315770,London Stock Exchange,GBX,WLDL,WLDL.L WLDLINAV=SOLA,WLDL LN WLDLIV,Societe Generale Corporate and Investment Banking
FR0010315770,London Stock Exchange,USD,WLDD,WLDD.L LYWLDINAV=SOLA,WLDD LN LYWLDIV,Societe Generale Corporate and Investment Banking
FR0010315770,SIX Swiss Exchange,USD,LYWLD,LYWLD.S LYWLDINAV=SOLA,LYWLD SW LYWLDIV,Societe Generale Corporate and Investment Banking
FR0010315770,XETRA,EUR,LYYA,LYYA.DE LYXWLDINAV=SOLA,LYXWLD GY LYXWLDIV,Societe Generale Corporate and Investment Banking
IE00BYML9W36,Borsa Italiana,EUR,SPXD,- -,- -,-
IE00BYML9W36,gettex,EUR,D500,- -,- -,-
IE00BYML9W36,Borsa Italiana,USD,-,SPXD.MI 3XJHINAV.DE,SPXD IM D500IN,Banca IMI Commerzbank Flow Traders KCG Optiver Susquehanna UniCredit Virtu Financial
IE00BYML9W36,London Stock Exchange,USD,SPXD,SPXD.L 3XJHINAV.DE,SPXD LN D500IN,Banca IMI Commerzbank Flow Traders KCG Optiver Susquehanna UniCredit Virtu Financial
IE00BYML9W36,SIX Swiss Exchange,USD,SPXD,SPXD.S 3XJHINAV.DE,SPXD SW D500IN,Banca IMI Commerzbank Flow Traders KCG Optiver Susquehanna UniCredit Virtu Financial
IE00BYML9W36,XETRA,EUR,D500,D500.DE 3XJHINAV.DE,D500 GY D500IN,Banca IMI Commerzbank Flow Traders KCG Optiver Susquehanna UniCredit Virtu Financial
IE00BLNMYC90,gettex,EUR,XDEW,- -,- -,-
IE00BLNMYC90,Stuttgart Stock Exchange,EUR,XDEW,- -,- -,-
IE00BLNMYC90,Borsa Italiana,EUR,XDEW,XDEW.MI X2HLINAV.DE,XDEW IM XDEWINVE,
IE00BLNMYC90,London Stock Exchange,GBX,XDWE,XDWE.L X2HMINAV.DE,XDWE LN XDEWINVU,
IE00BLNMYC90,London Stock Exchange,USD,XDEW,XDEW.L 0J0ZINAV.DE,XDEW LN XDEWINVC,
IE00BLNMYC90,SIX Swiss Exchange,CHF,XDEW,XDEW.S X2HLINAV.DE,XDEW SW XDEWINVE,
IE00BLNMYC90,SIX Swiss Exchange,USD,XDEW,X2HLINAV.DE,XDEWINVE,
IE00BLNMYC90,XETRA,EUR,XDEW,XDEW.DE X2IRINAV.DE,XDEW GY XDEWINVG,
IE00B0M62Q58,London Stock Exchange,GBX,IWRD,- -,- -,-
IE00B0M62Q58,gettex,EUR,IQQW,- -,- -,-
IE00B0M62Q58,Stuttgart Stock Exchange,EUR,IQQW,- -,- -,-
IE00B0M62Q58,Bolsa Mexicana de Valores,MXN,-,IWRDN.MX,IWRDN MM,
IE00B0M62Q58,Borsa Italiana,EUR,IWRD,IWRD.MI IWRDINAV.DE,IWRD IM INAVWORE,
IE00B0M62Q58,Euronext Amsterdam,EUR,IWRD,IWRD.AS IWRDINAV.DE,IWRD NA INAVWORE,
IE00B0M62Q58,London Stock Exchange,USD,IDWR,IDWR.L IWRDUSDINAV.DE,IDWR LN INAVWORU,
IE00B0M62Q58,London Stock Exchange,GBP,-,IWRD.L IWRDGBPINAV.DE,IWRD LN INAVWORP,
IE00B0M62Q58,SIX Swiss Exchange,USD,IWRD,IWRD.S IWRDUSDINAV.DE,IWRD SE INAVWORU,
IE00B0M62Q58,XETRA,EUR,IQQW,IQQW.DE IWRDINAV.DE,IQQW GY INAVWORE,
IE00BHZPJ908,gettex,EUR,EDMU,- -,- -,-
IE00BHZPJ908,Bolsa Mexicana de Valores,MXN,-,EDMUN.MX,EDMUN MM,
IE00BHZPJ908,Borsa Italiana,EUR,EDME,,EDME IM,
IE00BHZPJ908,SIX Swiss Exchange,USD,EDMU,EDMU.S 0YQ4INAV.DE,EDMU SE INAVED16,
IE00BHZPJ908,XETRA,EUR,EDMU,EDMU.DE 0YQ4INAV.DE,EDMU GY INAVED16,
IE00B44Z5B48,gettex,EUR,SPYY,- -,- -,-
IE00B44Z5B48,Stuttgart Stock Exchange,EUR,SPYY,- -,- -,-
IE00B44Z5B48,Borsa Italiana,EUR,ACWE,ACWE.MI INSPYYE.ivOQ,ACWE IM INSPYYE,BNP DRW Flow Traders Hudson River Jane Street Optiver Societe Generale Virtu
IE00B44Z5B48,Euronext Paris,EUR,ACWE,ACWE.PA INSPYYE.ivOQ,ACWE FP INSPYYE,BAADER BANK BNP DRW Flow Traders Optiver Societe Generale Virtu
IE00B44Z5B48,London Stock Exchange,USD,ACWD,ACWD.L INSPYYE.ivOQ,ACWD LN INSPYY,BNP DRW Flow Traders Old Mission Europe LLP Optiver Societe Generale Virtu
IE00B44Z5B48,London Stock Exchange,GBP,ACWI,ACWI.L INSPYYE.ivOQ,ACWI LN INSPYYP,BNP DRW Flow Traders Old Mission Europe LLP Optiver Societe Generale Virtu
IE00B44Z5B48,SIX Swiss Exchange,CHF,ACWI,ACWE.S INSPYYE.ivOQ,ACWI SE INSPYYC,BNP DRW Flow Traders Optiver Société Générale Virtu
IE00B44Z5B48,XETRA,EUR,SPYY,ACWE.DE INSPYYE.ivOQ,SPYY GY INSPYYE,BAADER BANK AG BNP Flow Traders Optiver Societe Generale
IE00B5KQNG97,London Stock Exchange,GBX,HSPX,- -,- -,-
IE00B5KQNG97,gettex,EUR,H4ZF,- -,- -,-
IE00B5KQNG97,Borsa Italiana,EUR,HSPD,HSPD.MI HSPXINAVEUR=HSBL,HSPD IM HSPXEURI,Goldenberg Hehmeyer Societe Generale
IE00B5KQNG97,Euronext Paris,EUR,HHH,HHH.PA HSPXINAVEUR=HSBL,HHH FP HSPXEURI,Goldenberg Hehmeyer Societe Generale
IE00B5KQNG97,London Stock Exchange,USD,HSPD,HSPD.L HSPXINAVUSD=HSBL,HSPD LN HSPXUSDI,Goldenberg Hehmeyer Societe Generale
IE00B5KQNG97,London Stock Exchange,GBP,-,HSPX.L HSPXINAVGBP=HSBL,HSPX LN HSPXGBPI,Goldenberg Hehmeyer Societe Generale
IE00B5KQNG97,SIX Swiss Exchange,USD,HSPX,HSPX.S HSPXINAVUSD=HSBL,HSPX SW HSPXUSDI,Goldenberg Hehmeyer Societe Generale
IE00B5KQNG97,XETRA,EUR,H4ZF,H4ZF.DE HSPXINAVEUR=HSBL,H4ZF GY HSPXEURI,Goldenberg Hehmeyer Societe Generale
LU0274209237,gettex,EUR,XMEU,- -,- -,-
LU0274209237,Borsa Italiana,EUR,XMEU,XMEU.MI XMEUINAVSEK.DE,XMEU IM XMEUNAVS,
LU0274209237,London Stock Exchange,GBX,XMEU,XMEU.L XMEUNAV.DE,XMEU LN XMEUINAV,
LU0274209237,London Stock Exchange,USD,XMED,XMED.L XMEUINAVCHF.DE,XMED LN XMEUINVC,
LU0274209237,Singapore Stock Exchange,USD,-,DMEU.SI XMEUINAVGBP.DE,XMEU SP XMEUNVG,
LU0274209237,SIX Swiss Exchange,EUR,XMEU,,,
LU0274209237,SIX Swiss Exchange,CHF,XMEU,XMEU.S,XMEU SW,
LU0274209237,Stockholm Stock Exchange,SEK,-,XMEU.ST INXEUINAV.PA,XMEU SS INXEU,
LU0274209237,Stuttgart Stock Exchange,EUR,DBXA,XMEU.SG XMEUUSDINAV=SOLA,XMEU GS,
LU0274209237,XETRA,EUR,XMEU,XMEU.DE,XMEU GY,
IE00B53L3W79,London Stock Exchange,GBX,CS51,- -,- -,-
IE00B53L3W79,gettex,EUR,SXRT,- -,- -,-
IE00B53L3W79,Stuttgart Stock Exchange,EUR,SXRT,- -,- -,-
IE00B53L3W79,Bolsa Mexicana de Valores,MXN,-,SXRTN.MX,SXRTN MM,
IE00B53L3W79,Borsa Italiana,EUR,CSSX5E,CSSX5E.MI IXM032.DE,CSSX5E IM IXM032,
IE00B53L3W79,Euronext Amsterdam,EUR,CSX5,CSX5.AS IXM032.DE,CSX5 NA IXM032,
IE00B53L3W79,London Stock Exchange,USD,ISX5,ISX5.L,ISX5 LN,
IE00B53L3W79,London Stock Exchange,GBP,-,CS51.L IXM032.DE,CS51 LN IXM032,
IE00B53L3W79,London Stock Exchange,EUR,CSX5,CSX5.L IXM032.DE,CSX5 LN IXM032,
IE00B53L3W79,SIX Swiss Exchange,EUR,CSSX5E,CSSX5E.S IXM032.DE,CSSX5E SE IXM032,
IE00B53L3W79,XETRA,EUR,SXRT,SXRT.DE IXM032.DE,SXRT GY IXM032,
LU0274211480,gettex,EUR,DBXD,- -,- -,-
LU0274211480,London Stock Exchange,EUR,OXDX,- -,- -,-
LU0274211480,London Stock Exchange,CHF,OXDA,- -,- -,-
LU0274211480,Borsa Italiana,EUR,XDAX,XDAX.MI XDAXGBXINAV=SOLA,XDAX IM XDAXGXIV,
LU0274211480,London Stock Exchange,GBX,XDAX,XDAX.L XDAXINAVCHF.DE,XDAX LN XDAXINVC,
LU0274211480,SIX Swiss Exchange,CHF,XDAX,XDAX.S,XDAX SW,
LU0274211480,Stockholm Stock Exchange,SEK,-,XDAX.ST,XDAX SS,
LU0274211480,Stuttgart Stock Exchange,EUR,DBXD,XDAX.SG,XDAX GS,
LU0274211480,XETRA,EUR,DBXD,XDAX.DE,XDAX GY,
JE00B1VS3770,Euronext Amsterdam,EUR,PHAU,- -,- -,-
JE00B1VS3770,Borsa Italiana,EUR,PHAU,- -,- -,-
JE00B1VS3770,London Stock Exchange,GBX,PHGP,- -,- -,-
JE00B1VS3770,London Stock Exchange,USD,PHAU,- -,- -,-
JE00B1VS3770,Euronext Paris,EUR,PHAU,- -,- -,-
JE00B1VS3770,XETRA,EUR,VZLD,- -,- -,-
JE00B1VS3770,gettex,EUR,VZLD,- -,- -,-
IE00BHZPJ239,gettex,EUR,EDM2,- -,- -,-
IE00BHZPJ239,Bolsa Mexicana de Valores,MXN,-,EDM2N.MX,EDM2N MM,
IE00BHZPJ239,Borsa Italiana,EUR,EMEG,EMEG.MI 0XVYINAV.DE,EMEG IM 0XVYUSD,
IE00BHZPJ239,London Stock Exchange,GBP,EDG2,EDG2.L 0XVWINAV.DE,EDG2 LN INAVED03,
IE00BHZPJ239,SIX Swiss Exchange,USD,EDM2,EDM2.S 0XVYINAV.DE,EDM2 SE INAVED05,
IE00BHZPJ239,XETRA,EUR,EDM2,EDM2.DE 0XUZINAV.DE,EDM2 GY INAVED01,
IE00B8GKDB10,Euronext Paris,EUR,VHYL,- -,- -,-
IE00B8GKDB10,gettex,EUR,VGWD,- -,- -,-
IE00B8GKDB10,Stuttgart Stock Exchange,EUR,VGWD,- -,- -,-
IE00B8GKDB10,Bolsa Mexicana de Valores,MXN,-,VHYDN.MX,VHYDN MM,
IE00B8GKDB10,Bolsa Mexicana de Valores,USD,-,,,
IE00B8GKDB10,Borsa Italiana,EUR,VHYL,,IVHYL,
IE00B8GKDB10,Frankfurt Stock Exchange,EUR,-,,IVHYL,
IE00B8GKDB10,Euronext Amsterdam,EUR,VHYL,VHYL.AS,VHYL NA IVHYLEUR,
IE00B8GKDB10,London Stock Exchange,USD,VHYD,VHYD.L,VHYD LN IVHYDUSD,
IE00B8GKDB10,London Stock Exchange,GBP,VHYL,VHYL.L,VHYL LN IVHYLGBP,
IE00B8GKDB10,SIX Swiss Exchange,CHF,VHYL,VHYL.S,VHYL SW IVHYLCHF,
IE00B8GKDB10,XETRA,EUR,VGWD,VGWD.DE,VGWD GY IVHYLEUR,
DE000A2T0VU5,XETRA,EUR,XGDU,- -,- -,-
DE000A2T0VU5,gettex,EUR,XGDU,- -,- -,-
DE000A2T0VU5,London Stock Exchange,GBP,XGDP,- -,- -,-
DE000A2T0VU5,Borsa Italiana,EUR,XGDU,- -,- -,-
DE000A2T0VU5,London Stock Exchange,USD,XGDU,- -,- -,-
IE00B60SX170,gettex,EUR,SC0H,- -,- -,-
